customer_id,first_name,last_name,email,age,city,avg_monthly_spend,is_churned,loyalty_tier,preferred_store
CUST100061,James,Salinas,kristenrodgers@example.com,50,Miami,48.72,False,Bronze,9
CUST100062,Brenda,Harvey,shenderson@example.org,76,Chicago,13.99,False,Gold,4
CUST100063,Alex,Douglas,scrawford@example.org,35,LA,32.33,False,Silver,22
CUST100064,Alan,Hanson,brandyjones@example.com,47,LA,34.62,False,Gold,9
CUST100065,Anne,Brown,ehowell@example.org,53,LA,62.05,False,Silver,1
CUST100066,Adam,Hale,tsullivan@example.com,79,NYC,56.41,True,Bronze,23
CUST100067,Christopher,Guerra,kellypena@example.com,66,Houston,57.77,False,Gold,17
CUST100068,Richard,Andrade,david35@example.com,43,Miami,43.34,False,Bronze,13
CUST100069,Steven,Martin,pamela37@example.net,71,Houston,33.25,False,Silver,7
CUST100070,Veronica,Williams,margarettaylor@example.com,33,NYC,37.42,False,Gold,22
CUST100071,Brian,Davis,friley@example.net,31,NYC,28.21,False,Bronze,14
CUST100072,Ashley,Frederick,nicholsonmichelle@example.com,69,Miami,36.63,False,Bronze,2
CUST100073,James,Leon,jerrygreen@example.net,20,Miami,41.83,True,Gold,2
CUST100074,Melissa,Perez,matthew66@example.net,79,NYC,34.8,False,Bronze,21
CUST100075,Clinton,Mclaughlin,patricia60@example.net,20,Chicago,68.04,False,Gold,25
CUST100076,Tiffany,Cole,dsmith@example.com,78,NYC,19.62,False,Gold,3
CUST100077,Natasha,Black,rebeccamartinez@example.net,79,Houston,33.79,False,Silver,8
CUST100078,David,Jackson,jeffery27@example.org,30,Miami,26.15,False,Bronze,14
CUST100079,Sherry,Simpson,ricky65@example.com,76,Miami,21.85,True,Silver,23
CUST100080,Joshua,Barnes,kevinanderson@example.net,34,LA,12.52,False,Bronze,18
CUST100081,Tina,Black,joyweeks@example.org,41,Chicago,48.3,False,Gold,20
CUST100082,Alexandra,Hughes,brandicooper@example.net,26,NYC,22.03,False,Gold,12
CUST100083,Robert,Norris,christinabecker@example.com,40,Houston,53.0,True,Silver,9
CUST100084,Kimberly,Weber,bortega@example.net,78,Houston,90.47,False,Gold,3
CUST100085,Caleb,Harris,smithkelly@example.net,33,LA,56.01,False,Gold,10
CUST100086,Crystal,Hensley,parksnicholas@example.net,54,Houston,55.03,False,Bronze,6
CUST100087,Valerie,Galvan,whitethomas@example.net,67,Chicago,65.59,True,Silver,7
CUST100088,Tyler,Lewis,paul08@example.net,54,NYC,20.68,True,Gold,21
CUST100089,David,Horn,gardneramy@example.org,40,NYC,28.58,False,Silver,6
CUST100090,Jason,Butler,christopherpope@example.com,63,Miami,41.67,False,Gold,12
CUST100091,Brian,Nguyen,ikerr@example.com,24,NYC,35.11,False,Silver,1
CUST100092,Brittany,King,paulbutler@example.net,48,LA,105.07,True,Silver,24
CUST100093,Lori,Hunter,ggonzales@example.com,62,Miami,39.29,False,Bronze,23
CUST100094,Sara,Reese,valerie77@example.com,66,Houston,32.31,False,Silver,10
CUST100095,Kevin,Garcia,thomas87@example.org,71,NYC,45.3,False,Gold,21
CUST100096,Christopher,Newman,sarah08@example.net,63,Houston,36.76,False,Gold,21
CUST100097,Robin,Weaver,robertolawson@example.net,34,Houston,60.57,True,Gold,21
CUST100098,Roger,Larson,meredith39@example.org,33,Houston,14.77,False,Gold,1
CUST100099,Lisa,Robinson,abigailburns@example.org,71,Chicago,28.79,False,Silver,2
CUST100100,Kelly,Reed,nicolemccullough@example.org,59,Miami,39.65,False,Bronze,10
CUST100101,Laura,Johnson,adamwarner@example.org,62,LA,22.2,False,Gold,19
CUST100102,Valerie,Donovan,hernandezwalter@example.net,55,Houston,33.16,False,Gold,20
CUST100103,Jesus,Alexander,amanda79@example.net,74,NYC,19.33,True,Gold,6
CUST100104,James,Mueller,kimberlyjones@example.com,61,LA,16.07,False,Bronze,19
CUST100105,Ashley,Mitchell,morrislori@example.net,33,LA,25.45,True,Gold,10
CUST100106,Derek,Davenport,mark38@example.com,21,Chicago,20.61,True,Bronze,20
CUST100107,Brooke,Jones,andrewmills@example.com,70,NYC,19.84,False,Silver,7
CUST100108,Chad,Valentine,haleyobrien@example.com,72,Chicago,49.98,False,Silver,17
CUST100109,Robert,Johnson,xmckee@example.net,28,Chicago,31.57,True,Gold,16
CUST100110,Diane,Johns,cwilliams@example.com,23,Chicago,35.9,True,Bronze,14
CUST100111,Sandra,Burns,james91@example.com,34,NYC,28.34,False,Gold,11
CUST100112,Amy,Rose,dominguezalfred@example.net,77,Houston,43.13,False,Bronze,1
CUST100113,Sandra,Santiago,brittany39@example.org,40,NYC,83.6,False,Bronze,3
CUST100114,Beverly,Ramirez,olivia28@example.com,47,LA,20.83,False,Gold,6
CUST100115,Travis,Schmidt,hmurphy@example.net,55,Miami,23.54,True,Silver,21
CUST100116,Jennifer,Rollins,franklin67@example.net,33,Chicago,49.82,False,Gold,3
CUST100117,Nicholas,French,megan01@example.com,29,Chicago,35.62,False,Bronze,2
CUST100118,Megan,Brady,oliviahuang@example.net,36,LA,31.37,True,Bronze,13
CUST100119,Jeffrey,Fisher,kellygraves@example.net,40,Houston,27.67,False,Gold,17
CUST100120,Jeremy,Ayers,wgriffin@example.com,49,Miami,24.57,False,Silver,23
CUST100121,Teresa,Choi,kimalexis@example.net,23,Chicago,27.56,True,Bronze,2
CUST100122,Mark,Perkins,jesus07@example.net,27,Miami,34.02,False,Bronze,9
CUST100123,George,Grimes,tuckersamuel@example.org,72,NYC,33.68,False,Gold,9
CUST100124,Laura,Armstrong,csmith@example.org,48,Houston,42.99,False,Silver,13
CUST100125,Gary,Vega,nwheeler@example.net,41,LA,38.05,True,Silver,11
CUST100126,Christopher,Beck,jennifer19@example.com,64,Houston,41.65,False,Gold,12
CUST100127,Benjamin,Hines,david35@example.org,39,LA,24.94,False,Bronze,8
CUST100128,Richard,Rhodes,jeffrey96@example.com,59,Miami,21.07,True,Gold,6
CUST100129,Jacqueline,Tran,nguyenwendy@example.com,41,LA,28.37,False,Silver,21
CUST100130,Anthony,Miller,qmaddox@example.org,21,Chicago,26.84,True,Gold,12
CUST100131,Chad,Moore,clee@example.org,53,NYC,43.68,True,Gold,13
CUST100132,Michelle,Delacruz,darrell03@example.org,69,NYC,46.35,False,Silver,6
CUST100133,Jackie,Shaw,dianasharp@example.org,51,NYC,59.56,False,Bronze,10
CUST100134,Caitlin,Cook,charles58@example.com,73,NYC,34.77,True,Bronze,22
CUST100135,Sara,Nguyen,armstrongnicole@example.net,32,Houston,24.5,False,Silver,12
CUST100136,Kevin,Lowery,jessicabaldwin@example.org,20,LA,37.9,True,Gold,5
CUST100137,Jessica,Manning,brian23@example.org,19,NYC,53.65,False,Gold,18
CUST100138,Anne,Dunn,prattamy@example.net,30,NYC,39.39,True,Bronze,1
CUST100139,Debra,Mullins,crystal01@example.net,37,Houston,20.38,True,Silver,14
CUST100140,Molly,Williams,shannon99@example.net,36,Houston,32.95,False,Silver,3
CUST100141,Monica,Smith,steinjohn@example.com,46,Houston,28.87,True,Silver,25
CUST100142,Erika,Simmons,dustindavis@example.net,49,NYC,55.9,True,Silver,23
CUST100143,Rachael,Johnson,kayala@example.org,63,Houston,41.75,False,Gold,3
CUST100144,Courtney,Vega,stephensmelissa@example.net,27,NYC,22.17,False,Silver,10
CUST100145,John,York,gambletyrone@example.org,21,LA,40.57,True,Gold,8
CUST100146,Michael,Edwards,fwarner@example.com,28,Chicago,48.16,False,Bronze,8
CUST100147,Ashley,Singleton,ortegasteven@example.net,49,Chicago,12.31,False,Silver,10
CUST100148,Tanner,Pennington,william97@example.net,72,Chicago,35.92,False,Gold,4
CUST100149,Daniel,Brooks,scott74@example.com,74,Chicago,51.65,True,Gold,23
CUST100150,David,Miller,samantha17@example.org,45,Chicago,32.81,False,Gold,13
CUST100151,Janet,Scott,davisthomas@example.com,57,Chicago,29.91,False,Bronze,24
CUST100152,Russell,Espinoza,umacias@example.com,44,LA,23.49,False,Bronze,12
CUST100153,Jordan,Miller,juliereyes@example.net,46,LA,29.85,False,Silver,25
CUST100154,Charles,Knapp,christopherklein@example.com,31,Miami,44.32,False,Bronze,25
CUST100155,Chelsey,Garrett,ymcintosh@example.com,35,Chicago,42.37,True,Gold,21
CUST100156,Christine,Greene,frederickmarshall@example.com,71,Houston,31.67,False,Gold,23
CUST100157,Justin,Richard,harrisalexander@example.net,23,NYC,57.17,False,Silver,14
CUST100158,Katherine,Fowler,alexisbaldwin@example.com,50,NYC,66.56,False,Bronze,24
CUST100159,Emily,Howell,weavercheryl@example.org,25,Chicago,29.97,True,Bronze,12
CUST100160,Sean,Holt,richard31@example.com,67,NYC,39.24,False,Silver,23
CUST100161,William,Vance,ereyes@example.org,34,LA,48.09,True,Silver,2
CUST100162,Joshua,Colon,ctaylor@example.org,75,LA,60.16,False,Silver,4
CUST100163,Timothy,Townsend,molinajake@example.org,52,LA,28.42,False,Silver,3
CUST100164,Michael,Ross,mark42@example.net,79,LA,8.99,True,Gold,12
CUST100165,Monique,Munoz,samanthayoung@example.org,31,Miami,18.19,True,Bronze,17
CUST100166,Sue,Mccoy,randylang@example.net,67,Chicago,24.1,True,Silver,12
CUST100167,Christina,Shaffer,dawnfisher@example.org,41,Chicago,13.12,True,Bronze,11
CUST100168,Jason,Gray,gravesrichard@example.com,71,Chicago,15.02,False,Gold,20
CUST100169,Lynn,Sellers,ofuller@example.org,53,NYC,23.21,False,Bronze,9
CUST100170,Mark,Curtis,richardorozco@example.net,77,LA,18.09,False,Bronze,4
CUST100171,Victoria,Mcguire,oglass@example.com,79,NYC,13.77,True,Bronze,18
CUST100172,Lee,Wilson,xalvarez@example.org,70,Chicago,20.69,False,Gold,8
CUST100173,Brian,Young,melissamorales@example.org,43,NYC,18.55,False,Bronze,13
CUST100174,Cassidy,Lewis,lisasnow@example.net,50,LA,20.21,True,Silver,24
CUST100175,Mary,Drake,ocook@example.net,38,Chicago,21.08,True,Gold,24
CUST100176,Andrew,Fox,wcollins@example.net,57,LA,80.93,False,Bronze,10
CUST100177,Matthew,Colon,jjohnson@example.net,52,NYC,36.37,True,Silver,2
CUST100178,Gregory,Riley,aevans@example.net,22,LA,27.57,False,Silver,15
CUST100179,Nicholas,Sims,victoria67@example.net,71,Miami,25.33,False,Bronze,19
CUST100180,Brandon,Poole,umurphy@example.net,52,LA,49.76,False,Gold,7
CUST100181,Meghan,Webb,sarahguerrero@example.org,79,Chicago,33.18,False,Silver,4
CUST100182,John,Martin,gregory06@example.com,53,Houston,18.97,False,Bronze,14
CUST100183,David,Morris,kayla82@example.com,70,Houston,17.76,True,Silver,20
CUST100184,Danny,Price,millertyler@example.com,40,Miami,29.15,False,Gold,23
CUST100185,Amber,Villarreal,nball@example.com,68,Miami,26.73,True,Silver,20
CUST100186,Janice,Chan,ablack@example.org,74,NYC,18.6,False,Silver,21
CUST100187,Sean,Irwin,petersonjessica@example.org,65,Chicago,27.62,False,Gold,11
CUST100188,Zachary,Martin,odecker@example.org,70,Chicago,23.12,True,Silver,15
CUST100189,Bill,Thompson,sullivanamy@example.org,41,Chicago,22.8,False,Gold,5
CUST100190,Stephanie,Henry,calderonrichard@example.net,63,NYC,25.14,False,Bronze,24
CUST100191,Jennifer,Hall,esanchez@example.com,25,Chicago,29.17,False,Bronze,14
CUST100192,Justin,Norman,williamtucker@example.net,56,Miami,15.11,False,Bronze,3
CUST100193,Melinda,Gillespie,garciaerica@example.com,45,Miami,39.41,False,Silver,25
CUST100194,Valerie,Rodriguez,fosternicholas@example.net,56,Houston,58.38,False,Bronze,7
CUST100195,Victoria,Garcia,chelsea07@example.com,47,Miami,70.98,True,Gold,20
CUST100196,Ricardo,Smith,alexandra47@example.org,65,NYC,19.77,False,Silver,4
CUST100197,Leah,Smith,mary18@example.org,72,Houston,79.16,False,Bronze,7
CUST100198,Frank,Stephenson,rwallace@example.net,66,Miami,20.82,False,Bronze,11
CUST100199,Renee,Hernandez,sarahhughes@example.net,35,Houston,61.46,True,Silver,17
CUST100200,Pamela,Byrd,jacobsoncorey@example.org,54,LA,82.31,True,Bronze,4
CUST100201,Kyle,Vance,martinezdaniel@example.net,77,Miami,48.01,True,Gold,3
CUST100202,Matthew,Dixon,manningmelissa@example.com,72,Miami,16.2,False,Silver,25
CUST100203,Stephanie,Callahan,nwells@example.net,25,Chicago,29.43,True,Silver,11
CUST100204,Raymond,Bryant,crystalhuffman@example.net,60,Miami,21.66,False,Silver,5
CUST100205,Richard,Williams,michelleschmidt@example.com,25,Miami,76.05,True,Gold,2
CUST100206,Andrew,Smith,hmiller@example.com,61,LA,61.12,True,Gold,9
CUST100207,Mariah,Ortega,harpercatherine@example.com,18,Miami,25.67,False,Bronze,23
CUST100208,Kelly,Hopkins,abernard@example.net,35,Miami,14.63,True,Bronze,25
CUST100209,Kimberly,Poole,qjenkins@example.com,67,Houston,16.56,True,Gold,6
CUST100210,Bryan,Blevins,katie18@example.com,33,Chicago,43.08,False,Silver,21
CUST100211,Crystal,Griffin,michelle31@example.com,61,Houston,25.13,True,Bronze,17
CUST100212,Michael,Rice,morenokatherine@example.org,71,Houston,37.25,False,Gold,21
CUST100213,Jessica,Noble,david70@example.com,67,Chicago,74.95,False,Gold,22
CUST100214,Shannon,Ferguson,luishancock@example.org,40,Miami,91.28,True,Silver,16
CUST100215,Michael,Huber,omaradams@example.com,33,LA,18.26,False,Silver,14
CUST100216,Diane,Chen,atkinssarah@example.com,67,Houston,49.55,True,Bronze,9
CUST100217,Todd,Perkins,odavis@example.org,28,Houston,13.38,True,Gold,5
CUST100218,Daniel,Jordan,david28@example.net,59,Houston,39.69,True,Bronze,13
CUST100219,David,Bridges,debra99@example.org,64,Chicago,36.09,False,Gold,23
CUST100220,Jason,Smith,donald19@example.org,47,Chicago,20.18,True,Bronze,13
CUST100221,Tracey,Parrish,bmartinez@example.com,29,NYC,33.02,False,Gold,25
CUST100222,Mark,Duffy,smorgan@example.net,64,NYC,12.11,False,Silver,23
CUST100223,Joseph,Harris,ivansantos@example.org,78,Miami,65.9,False,Gold,13
CUST100224,Alejandro,Sheppard,cynthia36@example.org,78,NYC,59.67,False,Bronze,20
CUST100225,Tiffany,Gordon,emily24@example.org,49,Miami,20.53,False,Bronze,25
CUST100226,Rachel,Nichols,clayalan@example.net,22,LA,45.75,True,Silver,16
CUST100227,Nancy,Garrison,alexa96@example.com,21,Chicago,40.91,False,Bronze,17
CUST100228,Cindy,Parker,melissa12@example.net,46,Chicago,30.61,False,Silver,20
CUST100229,Reginald,Orozco,john44@example.net,33,Miami,36.06,False,Bronze,19
CUST100230,Nancy,Hall,maria56@example.net,34,LA,36.61,True,Bronze,15
CUST100231,Ryan,Russell,jessica26@example.org,38,LA,41.24,False,Bronze,18
CUST100232,Robin,Chung,adamsbrandon@example.com,63,NYC,30.34,False,Bronze,16
CUST100233,Stacey,Martin,mikayladaniel@example.net,72,Chicago,27.81,False,Gold,15
CUST100234,Natasha,Conley,bryantangela@example.org,59,Chicago,16.96,False,Bronze,7
CUST100235,Todd,Smith,stephen48@example.com,39,Chicago,59.78,True,Gold,3
CUST100236,Brooke,Weber,karla63@example.org,21,Houston,10.26,True,Bronze,3
CUST100237,Kristin,Scott,zdavis@example.com,32,NYC,18.58,False,Gold,11
CUST100238,Tricia,Pena,oodonnell@example.net,39,Houston,31.94,False,Silver,23
CUST100239,Michele,Owens,merrittchristopher@example.com,23,NYC,27.41,True,Bronze,12
CUST100240,Kelly,Gordon,fhoward@example.org,75,LA,28.07,True,Silver,7
CUST100241,Hunter,Harvey,perezallison@example.net,55,NYC,38.99,False,Bronze,8
CUST100242,Elizabeth,York,reyeschristopher@example.net,23,Houston,21.82,True,Gold,14
CUST100243,Barbara,Cohen,ffarley@example.com,69,Miami,60.22,False,Silver,11
CUST100244,Katherine,Blevins,curtis34@example.org,20,LA,23.22,False,Silver,12
CUST100245,Jessica,Taylor,hannah49@example.net,76,NYC,80.93,False,Silver,2
CUST100246,Brandon,Ellis,bowen@example.net,79,Houston,71.29,True,Bronze,20
CUST100247,Suzanne,Compton,travis31@example.com,36,NYC,25.62,True,Silver,21
CUST100248,Mark,Rogers,millertanya@example.com,33,NYC,25.02,False,Silver,17
CUST100249,Emily,Simmons,trice@example.net,71,LA,69.71,False,Silver,2
CUST100250,Lucas,Sawyer,thorntondebra@example.net,72,Miami,36.07,True,Bronze,17
CUST100251,Duane,Hopkins,petersonwilliam@example.net,41,NYC,52.9,False,Bronze,14
CUST100252,Michelle,Campbell,eric74@example.net,26,NYC,32.66,True,Silver,24
CUST100253,Paige,Moyer,pbutler@example.net,47,Miami,35.24,True,Silver,13
CUST100254,Stacy,Williamson,clarkmichelle@example.org,50,LA,32.05,False,Silver,4
CUST100255,Richard,Howe,tkennedy@example.org,74,LA,17.86,False,Bronze,13
CUST100256,Ashley,Vance,glopez@example.net,34,Chicago,23.77,False,Gold,17
CUST100257,Logan,Velez,chelsea86@example.com,38,LA,41.41,False,Silver,17
CUST100258,Michele,Salinas,qmaxwell@example.net,54,NYC,24.03,False,Silver,15
CUST100259,Olivia,Gregory,muellercourtney@example.org,40,LA,47.72,True,Silver,4
CUST100260,John,Boyd,kwilcox@example.org,41,Miami,64.23,False,Bronze,10
CUST100261,Crystal,Evans,carly28@example.net,72,Chicago,39.37,False,Gold,23
CUST100262,Brandon,Ayers,curtisjessica@example.com,69,NYC,35.57,False,Silver,20
CUST100263,Samuel,Guzman,amandablackwell@example.net,68,Chicago,23.88,True,Gold,25
CUST100264,Mckenzie,Williams,lortiz@example.org,49,Miami,32.75,True,Silver,9
CUST100265,Bradley,Gonzalez,vmoore@example.org,76,Chicago,46.99,False,Gold,20
CUST100266,Robin,Patton,qbass@example.net,34,NYC,44.64,False,Gold,16
CUST100267,Travis,Moore,qgraham@example.net,79,Chicago,19.87,False,Bronze,24
CUST100268,Tyler,Rodriguez,jenkinsteresa@example.com,22,LA,29.06,False,Bronze,12
CUST100269,Alexander,Reid,mullenjessica@example.org,26,NYC,45.92,False,Bronze,8
CUST100270,James,Jones,erasmussen@example.org,72,NYC,52.5,False,Silver,5
CUST100271,Jasmin,Benson,bowersalan@example.com,67,Chicago,43.84,True,Silver,24
CUST100272,Kari,Padilla,michaelochoa@example.net,52,LA,74.94,False,Gold,13
CUST100273,Samuel,Cooper,dean55@example.org,51,Houston,49.3,True,Bronze,2
CUST100274,Nicholas,Rodgers,stephengonzalez@example.com,76,NYC,31.36,False,Gold,5
CUST100275,James,Smith,justinferrell@example.net,18,Houston,45.37,True,Gold,1
CUST100276,Matthew,Barnes,wflores@example.org,66,Houston,26.47,True,Gold,20
CUST100277,Krista,Alexander,tstewart@example.net,66,Houston,50.25,True,Bronze,16
CUST100278,Edwin,Whitaker,gburns@example.org,21,Chicago,32.4,False,Bronze,2
CUST100279,Nathan,Cooper,littlethomas@example.net,56,Miami,42.67,False,Bronze,15
CUST100280,Amber,Obrien,margaret73@example.com,47,Houston,34.65,True,Gold,5
CUST100281,William,Thomas,gailperez@example.com,34,NYC,28.15,True,Silver,25
CUST100282,Barbara,King,joy62@example.com,56,Miami,17.84,False,Gold,20
CUST100283,Savannah,Carter,allenlisa@example.net,59,Chicago,15.81,False,Silver,2
CUST100284,Scott,Hart,bendermichael@example.net,72,Houston,22.91,True,Silver,13
CUST100285,Stephanie,Tate,richardyoung@example.com,65,Miami,47.78,True,Silver,5
CUST100286,Stephen,Bell,huntsteven@example.com,59,Chicago,37.31,True,Gold,6
CUST100287,Mary,Vaughan,steven07@example.org,34,Chicago,21.76,False,Gold,1
CUST100288,Aaron,Fischer,kevinhubbard@example.com,70,NYC,51.15,True,Bronze,14
CUST100289,Amy,Ferguson,pettyfelicia@example.net,75,Miami,35.47,False,Bronze,16
CUST100290,Zachary,Gonzalez,reynoldskelly@example.net,61,Miami,48.47,False,Bronze,5
CUST100291,Adrian,Luna,millscolleen@example.com,67,LA,24.99,False,Bronze,1
CUST100292,Stephanie,Gray,juan33@example.org,69,NYC,98.81,False,Gold,3
CUST100293,Melissa,Baker,dorseytony@example.com,36,Houston,33.51,True,Bronze,1
CUST100294,Karen,Duncan,andrew23@example.net,68,Miami,30.42,False,Silver,5
CUST100295,Susan,Brown,fhill@example.com,25,LA,21.14,True,Silver,9
CUST100296,Michelle,Houston,michael52@example.com,38,Chicago,27.32,True,Bronze,10
CUST100297,John,Le,alexanderisabel@example.com,28,Chicago,16.65,False,Gold,19
CUST100298,Stephanie,Davis,christopher78@example.com,64,Houston,42.03,True,Gold,18
CUST100299,Leah,Wilson,enichols@example.org,41,Miami,61.64,False,Silver,3
CUST100300,Jessica,Garcia,rebeccacampos@example.net,41,LA,15.08,True,Bronze,17
CUST100301,Kristen,Kline,allenrobert@example.net,50,Houston,66.37,True,Silver,10
CUST100302,Karen,Weiss,evelyngrimes@example.org,21,NYC,103.28,False,Bronze,17
CUST100303,Brad,Graham,lance01@example.com,50,LA,39.35,False,Silver,18
CUST100304,Robert,Turner,sanderson@example.net,73,Chicago,39.73,False,Gold,22
CUST100305,Michael,Crawford,mneal@example.org,49,Houston,54.73,False,Gold,1
CUST100306,Michael,Rivera,epowers@example.org,40,LA,48.42,True,Gold,12
CUST100307,Christina,Brown,amber57@example.com,68,Miami,45.27,False,Gold,6
CUST100308,Jennifer,Jones,bburns@example.org,45,LA,19.46,True,Silver,10
CUST100309,Kenneth,Valenzuela,mcampbell@example.org,41,NYC,23.29,False,Silver,12
CUST100310,Katherine,Thompson,kimgarcia@example.org,43,Chicago,63.95,True,Bronze,24
CUST100311,Cynthia,Nash,xcooley@example.net,47,Houston,25.22,False,Gold,6
CUST100312,Shannon,Jackson,kayla12@example.org,51,LA,26.62,False,Gold,25
CUST100313,Vincent,Mccormick,bishopmark@example.org,53,LA,19.29,True,Silver,10
CUST100314,Michael,Garza,melanieestrada@example.com,66,Miami,22.9,False,Gold,12
CUST100315,Tanya,Grant,emiller@example.org,77,Chicago,66.54,False,Bronze,7
CUST100316,Brian,Dougherty,juliadean@example.net,76,Chicago,26.57,False,Silver,5
CUST100317,Thomas,Keller,rvasquez@example.org,39,NYC,28.28,False,Gold,6
CUST100318,Dylan,Mccarty,whitakerkevin@example.org,40,NYC,69.52,False,Bronze,21
CUST100319,Megan,Green,gonzalestimothy@example.org,70,LA,29.72,False,Silver,4
CUST100320,Jessica,Perkins,urodriguez@example.net,40,Houston,21.16,True,Bronze,12
